title	url_id	area	price	number_of_bedrooms	number_of_toilets	legal	lat	lon	district	province
Rẻ Bạch Mai, gần oto, gần phố, mới koog, tặng nội thất, 35m2*5T	122989523	35.0	5.3	4	4	2	21.003136	105.850945	Hai Bà Trưng	Hà Nội
Siêu ngon .Thịnh Liệt 50m * 5t * 5 ngủ ,cách ô tô 50M gần chợ ,trường	122995357	50.0	6.65	5	4	2	20.97395	105.84288	Hoàng Mai	Hà Nội
LÔ GÓC - FULL NỘI THẤT 5⭐ - NHÀ ĐẸP - TRUNG TÂM HOÀNG MAI  ✨	122997313	44.0	6.95	5	3	2	20.983633	105.86334	Hoàng Mai	Hà Nội
Nhà đầu phố Quang Lãm:Lô góc+mặt ngõ thông 33m2x4T+để lại hết nội thất	123005064	33.0	5.1	4	3	2	20.944715	105.75913	Hà Đông	Hà Nội
Cực hiếm - Mặt phố kinh doanh - vỉa hè 2m - ôtô tránh dừng đỗ ngày đêm	123011648	38.0	2.0	1	1	-1	21.085833	105.78534	Bắc Từ Liêm	Hà Nội
Nhà xây mới Yên nghĩa,o tô đậu gần 32-5T về ở ngay	123013492	32.0	3.6	3	4	2	20.954237	105.7322	Hà Đông	Hà Nội
Tặng khách mua 100pi, Nhà mới 6 tầng thang máy, oto vào nhà, ngõ p.lo	123013314	40.0	17.6	3	5	2	21.01673	105.80527	Đống Đa	Hà Nội
Bán nhà Thượng Cát Bắc Từ Liêm. Ô tô đỗ cửa	123019969	34.0	4.55	3	4	2	21.090069	105.73311	Bắc Từ Liêm	Hà Nội
nhà thượng cát ô tô đỗ cửa	123020544	32.0	4.55	3	4	2	21.095383	105.731476	Bắc Từ Liêm	Hà Nội
Vip Đống Đa, oto vào nhà, kinh doanh, hai thoáng vĩnh viễn	123021609	55.0	18.2	3	5	2	21.022366	105.8232	Đống Đa	Hà Nội
Bán Nhà Hồ Đắc Di, Ô tô, Thang máy, Cách Phố 15m, 47m2, 6T Mới Full Đồ	123028281	47.0	10.9	3	4	2	21.0122	105.82939	Đống Đa	Hà Nội
Bán nhà TT Trạm Trôi. Xây đơn lập	123028412	39.0	4.5	4	4	2	21.068562	105.71018	Hoài Đức	Hà Nội
Bán nhà phố NGỌC KHÁNH, lô góc, ngõ nông thoáng sáng, cách phố 50m	123033459	42.0	7.0	4	4	2	21.02699	105.8178	Ba Đình	Hà Nội
(Siêu phẩm) nhà Vân Canh. Trục chính kinh doanh	123046266	37.0	5.6	5	4	2	21.043036	105.73175	Hoài Đức	Hà Nội
NHÀ 5 TẦNG, NGÕ NÔNG, GẦN TRƯỜNG, CÔNG VIÊN, CHỢ, TRUNG TÂM THƯƠNG MẠI	123049664	30.0	4.7	3	4	2	20.964716	105.868546	Hoàng Mai	Hà Nội
NGỌC HỒI-40M RA PHỐ - MỚI SẠCH ĐẸP -6 PHÒNG NGỦ-CẢI TẠO CCMN THOẢI MÁI	123057149	39.0	5.5	6	4	2	20.960922	105.842224	Hoàng Mai	Hà Nội
Bán nhà phố Nguyễn công trứ  hai bà trưng	123060260	27.0	6.8	4	4	2	21.016191	105.85765	Hai Bà Trưng	Hà Nội
Bán nhà Cầu Hữu Hoà Dt 35m 5 tầng chỉ 3,85 tỷ, gần ô tô	123061614	35.0	3.85	3	4	2	20.945904	105.796745	Thanh Trì	Hà Nội
2T cũ vị trí đẹp phố Đại Cổ Việt-Lê Đại Hành sát phố ngõ thông 2m	123061723	38.5	7.8	2	2	2	21.008564	105.85007	Hai Bà Trưng	Hà Nội
Bán đất tặng dãy trọ Cổ Nhuế, ô tô sát cửa, xây CCMN hái ra tiền	123064452	126.0	7.0	1	1	2	21.060614	105.78177	Bắc Từ Liêm	Hà Nội
Thượng Cát Bắc Từ Liêm Ô Tô Đỗ Cửa Giá Rẻ	123067564	31.0	4.5	4	4	2	21.095383	105.731476	Bắc Từ Liêm	Hà Nội
🔥 NHÀ MỚI PHỐ GIÁP BÁT - LÔ GÓC - THANG MÁY - GARA Ô TÔ 🔥	123070066	50.0	12.5	8	4	2	20.983585	105.84384	Hoàng Mai	Hà Nội
🏡 BÁN NHÀ KIM NGƯU - HAI BÀ TRƯNG - LÔ GÓC - NGÕ THÔNG - GẦN HỒ	123071875	30.0	3.2	2	3	-1	21.00898	105.86042	Hai Bà Trưng	Hà Nội
Bán nhà Vân Côn Hoài Đức Gần Đại Lộ Thăng Long	123073980	40.0	3.2	3	4	2	20.995165	105.67342	Hoài Đức	Hà Nội
Giá tốt trong khu vực: Nhà Nhân Huệ-Đồng Mai ô tô cách 15m~38m2x4T,4PN	123075035	38.0	3.75	4	4	2	20.934893	105.73232	Hà Đông	Hà Nội
Thuỵ Phương - bán đất tặng nhà 2 tầng - oto gần - phân lô - hơn 3 tỷ	123096399	40.0	3.0	2	2	0	21.093153	105.77315	Bắc Từ Liêm	Hà Nội
Phân lô ô tô đỗ cửa! Lô góc Đội Cấn, dân xây, 25m ra phố, 35.6m2*5T	123097301	35.6	5.9	3	3	2	21.03509	105.82292	Ba Đình	Hà Nội
Nhà Yên Nghĩa trong đê ôtô đậu trước cửa nhà,34m-5T-4P về ở ngay	123098400	34.0	4.85	3	4	2	20.945686	105.73914	Hà Đông	Hà Nội
Phải nhanh ! Cầu giấy, nhà đẹp, dân xây, ngõ ôtô, thoáng, 39.6m2*5T	123100883	40.0	6.1	3	3	2	21.037312	105.806145	Cầu Giấy	Hà Nội
Giá sốc! Đỗ Nhuận, ngõ ô tô, nhà đẹp ở ngay, 10m ôtô tránh, 40m2*5T	123106660	40.0	6.3	3	3	2	21.065998	105.78888	Bắc Từ Liêm	Hà Nội
Bán gấp! Cầu Giấy, ở ngay, ngõ 3 gác tránh, 50m ra Ô tô, 42m2*5T	123114593	42.0	6.5	3	3	2	21.035576	105.79222	Cầu Giấy	Hà Nội
Thật không ảo! Đội Cấn, dân xây, ngõ ôtô, 40m ôtô đỗ, ở ngay, 35m2*5T	123116649	35.0	5.7	3	3	2	21.03509	105.82292	Ba Đình	Hà Nội
Nhà đẹp Kim Mã , dọn đồ về ở luôn, ngõ 3 gác, 50m ra phố,  39m2*5T	123117708	39.0	6.3	3	3	2	21.031124	105.81916	Ba Đình	Hà Nội
Bán nhà Vân Canh - Trục chính kinh doanh, ô tô đỗ cửa	123118893	37.0	5.6	4	4	2	21.043036	105.73175	Hoài Đức	Hà Nội
Nhà Kim Giang DT 35m 5 tầng giá 4,5 tỷ	123123082	35.0	4.5	3	4	2	20.958954	105.811	Thanh Trì	Hà Nội
Căn góc, Tây Sơn, ngõ rộng, sát ô tô, full nội thất, kd online. 38m*5T	123126186	38.0	6.9	3	4	2	21.003496	105.82054	Đống Đa	Hà Nội
BÁN NHÀ BÁT KHỐI 35M 6 TẦNG Ô TÔ ĐỂ GARA GIÁ 6,45 TỶ	123128234	35.0	6.45	3	4	2	21.019062	105.903404	Long Biên	Hà Nội
Giảm sâu nhà Vân Côn Hoài Đức chỉ 3tỷ2 x 42m2 trục Đường ra Đại Lộ TL.	123127463	42.0	3.2	4	3	2	21.003078	105.66567	Hoài Đức	Hà Nội
Bán nhà Bùi Xương Trạch, 30m², 4 tầng, gần ô tô, giá chỉ 5.3 tỷ	123130895	30.0	5.25	4	3	2	20.988735	105.818756	Thanh Xuân	Hà Nội
Bán nhà Vũ Tông Phan ngõ nông, gần phố, 5 tầng, trung tâm Thanh Xuân	123133153	32.0	5.6	3	4	2	20.983088	105.8161	Thanh Xuân	Hà Nội
HIẾM, Bán Nhà Mặt Phố Trịnh Đình Cửu Vỉa Hè, Kinh Doanh 45m2, 6 Tầng	123134243	45.0	14.8	8	5	2	20.983137	105.83196	Hoàng Mai	Hà Nội
Hạt dẻ Trường Chinh, dân xây 4 tầng, ngã tư sở, tầm tiền hiếm	123136483	33.0	5.7	4	3	2	21.004723	105.82206	Đống Đa	Hà Nội
Bán lô góc, ô tô đậu, nhà mới thang máy: 30m2*5 tầng, mặt tiền 4.2m	123136727	30.0	6.9	4	4	2	21.062786	105.807465	Tây Hồ	Hà Nội
Nhà xây mới Bích Hoà gần chợ đầu mối phía Nam HN 33m2x5T/ ôtô đỗ cổng	123137812	33.0	3.45	4	4	2	20.91707	105.76446	Thanh Oai	Hà Nội
Hiếm nhà LLQ,Tây Hồ 31m2*5T,nhà mới,ngõ thông,xe 3 gác đổ cổng	123138016	31.0	7.1	5	4	2	21.060282	105.80889	Tây Hồ	Hà Nội
Bay nhanh Xuân la,Tây hồ 34m2*5T,nhà mới ở ngay,ngõ thông	123140763	34.0	8.45	5	4	2	21.062786	105.807465	Tây Hồ	Hà Nội
bán Gấp! Ngọc Hà, nhà đẹp ở luôn, ngõ 3 gác tránh,  mặt ngõ,  36m2*5T	123142843	36.0	5.8	3	3	2	21.038095	105.82973	Ba Đình	Hà Nội
Tuyệt phẩm! Cầu giấy,  nhà đẹp, ngõ ô tô, 2 thoáng, ở ngay, 35m2*5T	123142914	35.0	5.9	3	3	2	21.037312	105.806145	Cầu Giấy	Hà Nội
Gấp! Xuân Đỉnh, ô tô đỗ cổng, dân xây, tặng nt, ở ngay, 38.6m2*5T	123143188	38.6	5.95	3	3	2	21.076807	105.78777	Bắc Từ Liêm	Hà Nội
Nhà 5 tầng 5 ngủ Vân Canh. Lô góc siêu thoáng	123143343	36.0	5.45	5	4	2	21.043036	105.73175	Hoài Đức	Hà Nội
Bán nhà Lê Trọng Tấn Hà Đông HN xây mới oto đỗ cửa nhà dt35m x 5.5 tỷ	123144526	35.0	5.5	3	4	2	20.99527	105.735275	Hà Đông	Hà Nội
Cực Hiếm Võ Chí Công, 45m*5tầng, ngõ nông, chỉ 6,9tỷ	123147335	46.0	6.9	3	4	2	21.048697	105.80471	Cầu Giấy	Hà Nội
Gấp! Ngọc Khánh, ngõ 3 gác thông tứ tung, gần phố, KD tốt, 42m2*5T	123149164	42.0	7.0	3	3	2	21.02699	105.8178	Ba Đình	Hà Nội
Lô góc Đội Cấn, ô tô đỗ, dân xây, 25m ra mặt phố, ngõ thông, 36.4m2*5T	123149464	36.4	5.8	3	3	2	21.03509	105.82292	Ba Đình	Hà Nội
Bán Nhà Mặt Phố Cù Chính Lan, 50m2_5Tầng Kinh Doanh Vỉa Hè Ô tô Tránh	123150490	50.0	12.8	4	4	2	21.000896	105.82389	Thanh Xuân	Hà Nội
Bán Nhà Hoàng Văn Thái, Ô tô, Thang Máy, 2 Mặt Ngõ, 56m2_7 Tầng	123152549	56.0	12.5	5	5	2	20.996965	105.82462	Thanh Xuân	Hà Nội
Bán nhanh! Xuân Đỉnh, dân xây, ngõ ôtô, thông , ở ngay, 38.7m2*5T	123159020	38.7	5.89	3	3	2	21.076807	105.78777	Bắc Từ Liêm	Hà Nội
Gấp! Khu 72ha Vĩnh Phúc, ngõ ô tô 3 gác tránh, thông, kd tốt ,40m2*5T	123159331	40.0	6.9	3	3	2	21.04498	105.81073	Ba Đình	Hà Nội
Bán gấp ! Lô góc Cầu Giấy, 2 thoáng, 20m ô ô tránh, ở ngay, 39m2*5T	123159199	38.0	6.0	3	3	2	21.046318	105.804955	Cầu Giấy	Hà Nội
Bán nhà Thuỵ Phương, DT 60m² x 4 tầng, ô tô vào, lô góc, nhỉnh 7 tỷ	123160797	60.0	7.0	3	3	2	21.093153	105.77315	Bắc Từ Liêm	Hà Nội
Tôi Bán Nhà Phố Chùa Bộc Đống Đa X4 Tầng nhà mới đẹp ở ngay nhỉnh 5 tỷ	123161041	30.0	5.05	3	4	2	21.003044	105.82829	Đống Đa	Hà Nội
BÁN NHÀ DỊCH VỌNG HẬU TRUNG TÂM QUẬN CẦU GIẤY	123162466	40.0	9.5	6	4	2	21.03216	105.78699	Cầu Giấy	Hà Nội
BÁN NHÀ NGÕ 63 TRẦN QUỐC VƯỢNG CẦU GIẤY	123163188	51.0	8.9	4	4	2	21.03466	105.78056	Cầu Giấy	Hà Nội
Thổ Quan ! Dân xây, gần phố, ngõ rộng thoáng, giá mềm Đống Đa. 37m*4T	123164646	37.0	6.1	4	3	2	21.018368	105.833534	Đống Đa	Hà Nội
Bán nhà Tân Mai, mặt ngõ thông, trước nhà baga tránh nhà mới hiện đại,	123165645	48.0	6.5	3	3	2	20.983627	105.84923	Hoàng Mai	Hà Nội
NHÀ BÁN NGUYỄN KHOÁI 30M/5T/MT3/GIÁ 5,4 TỶ OTO ĐỖ CỔNG ,SÂN ĐẺ XERỘNG	123165769	30.0	5.4	3	4	2	21.001627	105.87755	Hoàng Mai	Hà Nội
NHÀ BÁN PHỐ GIẢI PHÓNG HOÀNG MAI 90M/2T/MT5/GIÁ 2,6 TỶ OTO VÀO NHÀ	123166274	90.0	2.6	2	1	-1	20.98372	105.841	Hoàng Mai	Hà Nội
Bán nhà tập thể Tầng 2 Hồng Mai 45m2 nhà đẹp đủ công năng 2.65 tỷ	123169820	45.0	2.65	2	1	2	20.998636	105.85159	Hai Bà Trưng	Hà Nội
Tin được không! Đội Cấn, ngõ siêu nông, 3 gác tránh, gần phố, 41m2*5T	123170076	41.0	6.9	3	3	2	21.034952	105.81038	Ba Đình	Hà Nội
Bán nhà gần ô chợ Dừa  dt 31m x 4 tầng.gia 6.2 tỷ	123171365	31.0	6.2	4	3	2	21.017927	105.829636	Đống Đa	Hà Nội
Rẻ quá! Nhà Đào Tấn, lô góc, 3 thoáng, ngõ 3 gác thông, sổ đẹp, 44m2.	123171865	44.0	6.7	3	3	2	21.031292	105.813614	Ba Đình	Hà Nội
BÁN NHÀ XUÂN ĐỈNH 65M2x5TẦNG THANG MÁY MT6,2M Ô TÔ VÀO NHÀ NGÕ THÔNG	123172878	65.0	17.0	6	4	2	21.076807	105.78777	Bắc Từ Liêm	Hà Nội
bán nhà phú lãm quận hà đông hn xây mới gần oto dt 35m x giá 4.29 tỷ	123172264	35.0	4.29	3	4	2	20.94512	105.75682	Hà Đông	Hà Nội
BÁN NHÀ THANH LÃM HÀ ĐÔNG XÂY MỚI OTO ĐỖ GẦN DT35M X GIÁ 4.29 TỶ	123175277	35.0	4.29	3	3	2	20.94589	105.75076	Hà Đông	Hà Nội
Bán nhà Thuỵ Khuê Bưởi Tây Hồ ngõ thông kinh doanh giá nhỉnh 8 tỷ	123177687	40.0	8.86	4	3	2	21.045643	105.81344	Tây Hồ	Hà Nội
Bán Liền Kề 4 tầng 60m2 đấu giá sân bóng MẬU LƯƠNG - HÀ ĐÔNG ..giá tốt	123178073	60.0	14.0	5	3	2	20.958313	105.78979	Hà Đông	Hà Nội
CẦN BÁN NHANH SHOPHOUSE VĂN PHÚ-2 MẶT ĐƯỜNG-KINH DOANH,DT 75M-MT:5,4M	123178338	75.0	19.2	5	4	2	20.957523	105.7665	Hà Đông	Hà Nội
GIÁ ĐẦU TƯ! Bán nhà Liễu Giai, ngõ thông, gần phố, diện tích rộng 90m2	123179053	90.0	11.0	6	6	2	21.035515	105.81463	Ba Đình	Hà Nội
BÁN NHÀ ĐƯỜNG LẠC LONG QUÂN QUẬN TÂY HỒ GIÁ NHỈNH 11 Tỷ	123179590	60.0	11.9	3	3	2	21.05682	105.80888	Tây Hồ	Hà Nội
Bán Nhà Lê Trọng Tấn, Ô tô Tránh, Vào Nhà, 65m2, MT 5m,	123187683	65.0	13.0	4	4	2	20.999857	105.82798	Thanh Xuân	Hà Nội
Bán Nhà Lê Trọng Tấn, 3 Ô tô Tránh, Kinh Doanh, 57m2, 5 tầng, 14 tỷ	123188040	57.0	14.0	4	4	2	20.999857	105.82798	Thanh Xuân	Hà Nội
Bán Nhà Ngõ 268/2 Ngọc Thuỵ, Sau Chợ, Ngay công viên, Trường Học	123189930	47.0	6.35	3	4	2	21.059816	105.863655	Long Biên	Hà Nội
Bán nhanh! Đội Cấn, dân xây ở luôn, ngõ 3 gác tránh, 2 thoáng, 42m2*5T	123190368	42.0	7.0	3	3	2	21.03509	105.82292	Ba Đình	Hà Nội
Xây Độc Lập 4 Tầng 40m2 3,05t 3 Bước Qua ĐH TDTT Cách QL6 3p	123192703	40.0	3.05	4	3	2	20.948948	105.70284	Chương Mỹ	Hà Nội
Bán nhà 6 tầng thang máy Văn Trì Minh Khai - Bắc Từ Liêm	123196621	36.0	7.15	4	4	2	21.054869	105.74593	Bắc Từ Liêm	Hà Nội
BÁN GẤP NHÀ KIM GIANG CÁCH PHỐ 2 NHÀ 42m2 4 tầng chỉ 5. tỷ ngõ rộng 3m	123197142	42.0	5.0	5	3	2	20.98265	105.81571	Thanh Xuân	Hà Nội
Cần bán nhah nhà Trương Định cách mặt phố chỉ vài chục mét ngõ thoáng	123197719	38.0	5.6	5	5	2	20.994463	105.84974	Hai Bà Trưng	Hà Nội
Chỉ vài bước chân ra mặt phố Nam Dư Lĩnh Nam  Thang Máy .Lô góc thoáng	123197492	38.0	8.3	4	4	2	20.98665	105.88846	Hoàng Mai	Hà Nội
Cần bán nhà Cổ Nhuế, 52m² x 3 tầng, khu dân cư đông đúc, chỉ hơn 5 tỷ.	123200445	52.0	5.0	3	3	2	21.060614	105.78177	Bắc Từ Liêm	Hà Nội
Bắt đáy! Xuân Đỉnh, ngõ ô tô, sát Ngoại Giao Đoàn, thoáng,  42m2*5T	123202813	43.0	6.8	3	3	2	21.076807	105.78777	Bắc Từ Liêm	Hà Nội
Xây Độc Lập,4T 35m2 2,45t, Ô Tô Đỗ Cửa, Ngõ Ô Tô, Gần QL6	123202040	35.0	2.45	3	4	2	20.948948	105.70284	Chương Mỹ	Hà Nội
Bán nhà Tân Mai ngõ thông cách ô tô tránh 15M 5 tầng 3 ngủ ,sổ đỏ nét	123198552	27.0	4.55	3	4	2	20.983627	105.84923	Hoàng Mai	Hà Nội
Pháo Đài Láng ! Full nội thất, dân xây chắc, gần phố, ngõ rộng. 33m*4T	123205775	36.0	6.29	3	4	2	21.019154	105.80507	Đống Đa	Hà Nội
Nhà thoáng 120m², 4 phòng ngủ, Tứ Liên, Q.Tây Hồ. 🪷🌳🏠	123210671	30.0	5.2	4	3	2	21.06426	105.834076	Tây Hồ	Hà Nội
Nhà đẹp, 36m², 4 phòng ngủ, đường Nghi Tàm, Q. Tây Hồ	123210493	36.0	6.0	4	3	2	21.053247	105.837944	Tây Hồ	Hà Nội
Nhà hiếm 42m², 5 tầng, 6 phòng ngủ, đường Tô Ngọc Vân, Q. Tây Hồ 🚲🌿	123210973	42.0	10.0	6	4	2	21.065174	105.82415	Tây Hồ	Hà Nội
Bán gấp nhà - Mặt ngõ kinh doanh - oto vào - DT 50m² - giá chỉ 6 tỷ.	123211057	50.0	6.0	1	1	2	21.083559	105.7751	Bắc Từ Liêm	Hà Nội
BÁN NHÀ  HỮU HƯNG ĐẠI MỖ NAM TỪ LIÊM HN 60M 2 TẦNG GIÁ 1,9 TY	123211518	60.0	1.9	2	1	0	20.995771	105.74674	Nam Từ Liêm	Hà Nội
BÁN GẤP NHÀ PHÂN LÔ PHỐ VÕNG THỊ TRÍCH SÀI 52M 7 TẦNG THANG MÁY 14.3TY	123212531	52.0	14.3	5	6	2	21.049623	105.81381	Tây Hồ	Hà Nội
CẦN BÁN LIỀN KỀ KĐT VĂN PHÚ-THANG MÁY-NGAY CỘT ĐỒNG HỒ.	123213294	77.0	17.7	5	4	2	20.9565	105.7692	Hà Đông	Hà Nội
Nhà Thanh Lãm gần bến Yên Nghĩa 40m2x4T:Độc lập+Ngõ thông+3 mặt thoáng	123215250	40.0	5.25	4	3	2	20.94589	105.75076	Hà Đông	Hà Nội
Cần bán nhanh! Xuân Đỉnh, nhà mới đẹp, ngõ rộng 2.5m, 38.7m2*5T	123219514	38.7	6.5	3	3	2	21.076807	105.78777	Bắc Từ Liêm	Hà Nội
Cầu Giấy, dân xây, nhà đẹp ở ngay, ngõ thoáng 3 gác tránh, 38m2*5T	123219772	38.0	6.1	3	3	2	21.046085	105.792656	Cầu Giấy	Hà Nội
Bán nhà nhất Kim Chung Hoài Đức. Full nội thất	123222532	33.0	3.85	3	4	2	21.046959	105.70871	Hoài Đức	Hà Nội
Giảm sâu chỉ từ 2 tỷ68 có ngay nhà 51m2, ngay chợ, ô tô lùi cửa.	123223009	51.0	2.68	3	3	2	21.032455	105.64712	Quốc Oai	Hà Nội
Cần bán nhà phố Tân Khai hàng xóm Times ngay giứa phố vài bước ra chợ	123225316	32.0	6.25	3	4	2	20.98796	105.87087	Hoàng Mai	Hà Nội
Kim Mã, nhà đẹp ở ngay, thoáng, ngõ 3 gác, 70m ra phố, 35m2*5T	123225456	35.0	5.3	3	3	2	21.031124	105.81916	Ba Đình	Hà Nội
Siêu phẩm Minh Khai ngõ ba gác tránh rộng thoáng lô góc hàng xóm thân	123225496	32.0	5.9	3	3	2	20.996061	105.86194	Hai Bà Trưng	Hà Nội
BÁN NHÀ PHỐ CỔ NGỌC LÂM NGÕ Ô TÔ 50M 5 TẦNG MT4 GIÁ 10,8 TỶ	123225702	50.0	10.8	4	4	2	21.045307	105.86899	Long Biên	Hà Nội
Trần Cung, thang máy, ngõ 3 gác tránh, 40m ra phố,mới ở ngay, 40m2*6T	123230608	40.0	7.0	3	3	2	21.049593	105.78877	Cầu Giấy	Hà Nội
Ngọc Khánh, ngõ 3 gác tránh, trước nhà thoáng 3m, ngõ thông,  42m2*5T	123230920	42.0	7.0	3	4	2	21.02699	105.8178	Ba Đình	Hà Nội
Bán nhà Giáp Nhị Sông sét - cách ô tô 15M 35m * 5 tầng* 3 ngủ dân trí	123232955	35.0	5.75	3	4	2	20.976744	105.84383	Hoàng Mai	Hà Nội
Lê Duẩn ! Ngõ thông kinh doanh, gần phố, hồ, dân xây, nở hậu. 37m*4T	123235087	37.0	6.49	2	3	2	21.015108	105.83857	Đống Đa	Hà Nội
Gấp! Đỉnh, ngõ 3 gác thông, 2 thoáng, 30m ra ô tô, ở ngay, 40m2*5T	123234615	40.0	6.5	3	3	2	21.076807	105.78777	Bắc Từ Liêm	Hà Nội
Bán nhanh! Ngọc Hà, nhà đẹp ở ngay, ngõ 3 gác thông, 2 thoáng, 38m2*5T	123235160	38.0	6.2	3	3	2	21.038095	105.82973	Ba Đình	Hà Nội
Xuân La, ngõ thông 3 gác tránh, 30m ra ô tô tránh, ở ngay, 40m2*5T	123235721	40.0	6.9	3	3	2	21.066683	105.80439	Tây Hồ	Hà Nội
BÁN NHÀ MẶT PHỐ 55M2x5TẦNG MT4,6M Ô TÔ TRÁNH KINH DOANH VỈA HÈ	123237686	55.0	15.9	5	5	2	21.030626	105.802475	Ba Đình	Hà Nội
Phan Kế Bính, nhà dân xây chắc chắn, thoáng 3m, ngõ 3 gác, 37m2*5T	123239282	37.0	6.3	3	3	2	21.034945	105.81009	Ba Đình	Hà Nội
HIẾM NHÀ PHỐ CỰ LỘC 37m2 5 tầng 5.85 tỷ lô góc chi 30m ra Nguyễn Trãi	123241518	37.0	5.85	3	4	2	21.003271	105.81166	Thanh Xuân	Hà Nội
Văn cao-VIP Ba Đình,6 tầng, thang máy,2 thoáng	123244149	44.0	11.5	4	5	2	21.039272	105.815765	Ba Đình	Hà Nội
Cầu Giấy, nhà dân xây chắc chắn, ngõ 3 gác thông, 60m ra phố, 36m2*5T	123246957	36.0	5.9	3	3	2	21.046085	105.792656	Cầu Giấy	Hà Nội
4,25 tỷ nhà Văn Minh-Di Trạch-36m2-5 tầng-oto đỗ cổng	123249447	36.0	4.25	4	5	2	21.050236	105.71936	Hoài Đức	Hà Nội
Siêu đẹp ! Tôn Đức Thắng, sát phố, SH quay đầu, nội thất xịn. 35m*4T	123250119	35.0	6.28	4	3	2	21.023514	105.83227	Đống Đa	Hà Nội
Nhà nguyễn khánh Toàn, Lô góc 3 thoáng,ngõ thông, 48m*4T giá 10.8 cóTL	123250236	48.0	10.5	5	4	2	21.036982	105.80178	Cầu Giấy	Hà Nội
Bán nhà Mặt ngõ Quan Hoa, Lô Góc, 3 thoáng, 50m2*4T giá 10.8ty	123252488	50.0	10.5	4	4	2	21.037312	105.806145	Cầu Giấy	Hà Nội
Bán nhanh! Đào Tấn, ngõ thông 3 gác tránh,  thoáng ,ở ngay, 39m2*5T	123256893	39.0	7.0	3	3	2	21.035505	105.81813	Ba Đình	Hà Nội
Bán nhà Văn Miếu,Đống Đa 6.8tỷ-46m-ngõ 3 gác 10m ra đường + bãi otô	123257514	46.0	6.8	4	3	2	21.029436	105.83672	Đống Đa	Hà Nội
Trần Cung, nhà mới cứng, 50m ra phố, ngõ 3 gác tránh, 2 thoáng,45m2*5T	123257579	45.0	7.0	3	3	2	21.049255	105.78995	Cầu Giấy	Hà Nội
GIẢM CHÀO!BÁN GẤP NHÀ  NGAY NGÃ 3 BA LA-KINH DOANH- FULL NỘI THẤT	123258690	50.0	12.6	5	5	2	20.94267	105.75419	Hà Đông	Hà Nội
Mặt phố Đông Ngạc - DT 72m nhà 3 tầng dân xây chắc chắn - chỉ hơn 7 tỷ	123258714	75.0	7.0	3	2	2	21.091318	105.78551	Bắc Từ Liêm	Hà Nội
BIỆT THỰ THU NHỎ PHỐ TRẠM THIẾT KẾ INDICHINE ĐỘC LẠ OTO ĐỖ CỬA	123260284	34.0	8.6	3	4	2	21.025381	105.895256	Long Biên	Hà Nội
NHÀ LÔ GÓC VIỆT HƯNG 6T THANG MÁY NGÕ NÔNG MỚI KÍNH KOONG	123260459	32.0	5.95	3	4	2	21.055147	105.90521	Long Biên	Hà Nội
Gấp! Hoàng Hoa Thám, ngõ ô tô tránh, gần phố, thoáng, sân xe, 39m2*5T	123261706	39.0	7.0	3	3	2	21.044363	105.81292	Ba Đình	Hà Nội
Nhà xây độc lập PhúLãm lô góc 3 mặt thoáng_Ngõ ôtô như ảnh~34m2x4T,4PN	123261944	33.0	4.98	4	3	2	20.938736	105.75465	Hà Đông	Hà Nội
Nhà Phú Lương:Đg ôtô tránh nhau_Kinh doanh nhỏ_Full nội thất 37m2x4,5T	123263355	37.0	6.5	3	3	2	20.941471	105.760765	Hà Đông	Hà Nội
CẦN BÁN GẤP SHOPHOUSE VĂN PHÚ-THANG MÁY-NGAY CỘT ĐỒNG HỒ	123268740	75.0	20.3	4	4	2	20.9565	105.7692	Hà Đông	Hà Nội
Bán nhà Mặt ngõ Láng Hạ, Phân Lô. Ô tô tránh, KD, 50m * 5T Giá 16.3 TL	123269462	55.0	16.3	6	6	2	21.022877	105.81939	Ba Đình	Hà Nội
Bán nhà 40m2 Liên Mạc Bắc Từ Liêm. 6 phòng ngủ rộng	123270753	40.0	4.9	6	4	2	21.085396	105.74414	Bắc Từ Liêm	Hà Nội
Vô cùng hiếm! Ngọc Hà, ngõ 3 gác tránh,thông tứ tung, gần phố, 36m2*5T	123273005	36.0	5.8	3	3	2	21.040833	105.82444	Ba Đình	Hà Nội
La Thành ! lô góc nhà ngon đẹp luôn,gần phố,nội thất xịn,. 48m*4T	123273384	48.0	7.96	4	3	2	21.022366	105.8232	Đống Đa	Hà Nội
NHÀ ĐẸP 4 TẦNG, SỔ ĐỎ 35M2; 6,9 TỶ NGÕ RỘNG, NÔNG PHỐ KIM NGƯU	123274200	35.0	6.9	3	3	2	21.005371	105.86146	Hai Bà Trưng	Hà Nội
Chấttt ! THÁI THỊNH, hiện đại, full nội thất, ngõ SH quay đầu. 41m*4T	123275732	41.0	7.1	4	3	2	21.010923	105.81802	Đống Đa	Hà Nội
Bán nhà Vân Canh. Giá rẻ nhất khu vực	123278282	33.0	4.5	3	4	2	21.043036	105.73175	Hoài Đức	Hà Nội
Nhà Tôn Đức Thắng, sát phố, 3 gác đỗ cửa, KD, mới đẹp ở ngay, 39m2*5T.	123282177	39.0	6.2	3	3	2	21.023514	105.83227	Đống Đa	Hà Nội
Xuân Đỉnh, nhà dân xây chắc chắn, 10m ra ôtô tránh, ở ngay, 42m2*5T	123285102	42.0	6.2	3	3	2	21.065998	105.78888	Bắc Từ Liêm	Hà Nội
