title	url_id	area	width	price	direction	number_of_bedrooms	number_of_toilets	furniture	legal	lat	lon	address	district	province
Bán đất tại đường Lê Đức Thọ	pr42603786	110 m²	4,2 m	26,8 tỷ						21.0303162850253	105.769108104249	Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Cổ Điển A	pr42606095	38 m²	3,3 m	8,6 tỷ		4 phòng			Sổ đỏ/ Sổ hồng	20.9525372567383	105.851113021056	Đường Cổ Điển A, Xã Tứ Hiệp, Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
Bán đất tại đường Hồ Ba Mẫu	pr41584302	150 m²	5,8 m	24 tỷ						21.0132218680942	105.839082968092	Đường Hồ Ba Mẫu, Phường Phương Liên, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Căn hộ chung cư tại T-Place	pr40362097	72 m²		200 triệu/m²		3 phòng	2 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.022704512102006	105.8529384399491	Dự án T-Place, Phố Hàng Bài, Phường Hàng Bài, Hoàn Kiếm, Hà Nội	Hoàn Kiếm	Hà Nội
Nhà riêng tại đường Khuyến Lương	pr42584185	60 m²		13 tỷ		11 phòng		Đầy đủ.	Sổ đỏ/ Sổ hồng	20.9714042891568	105.884166988119	Đường Khuyến Lương, Phường Trần Phú, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà mặt phố tại đường Nguyễn Trường Tộ	pr37647669	50 m²	4,1 m	28,5 tỷ				Đầy đủ	Sổ đỏ/ Sổ hồng	21.0428041	105.8442324	Đường Nguyễn Trường Tộ, Phường Trúc Bạch, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Bán đất tại đường La Dương	pr42452022	55 m²	6,1 m	12,9 tỷ					Sổ đỏ/ Sổ hồng	20.9708776298777	105.747481300618	Đường La Dương, Phường Dương Nội, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Phùng Khoang	pr40684199	143 m²		27,5 tỷ		4 phòng	3 phòng		- Sổ đỏ chính chủ, vuông vắn A4, cất két sẵn sàng giao dịch.	20.995641708374023	105.79232788085938	Dự án Phùng Khoang, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Phùng Khoang	pr41013671	38 m²		8,9 tỷ		6 phòng			Sổ đỏ phân lô chính chủ	20.9881578371675	105.793177731904	Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại phố Doãn Kế Thiện	pr42299348	50 m²	4 m	9,4 tỷ		8 phòng	5 phòng	Cơ bản	Sổ đỏ/ Sổ hồng	21.0408274472881	105.779024538686	Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Nguyễn Chánh	pr40703149	60 m²	6 m	13,6 tỷ				Cơ bản	+ Sổ đẹp nét - chính chủ cất két chờ sang tên.	21.0119869336432	105.792295565879	Đường Nguyễn Chánh, Phường Trung Hòa, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị mới Lideco - Bắc Quốc lộ 32	pr41209614	84 m²		15 tỷ		5 phòng	6 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.068192133252918	105.71007224734133	Dự án Lideco, Đường Quốc lộ 32, Thị trấn Trạm Trôi, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Nhà mặt phố tại đường Nguyễn Văn Lộc	pr42506657	65 m²	4,5 m	28 tỷ					Sổ đỏ/ Sổ hồng	20.9854895299576	105.785922437284	Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà mặt phố tại đường Chiến Thắng	pr42584250	66 m²	4 m	25,8 tỷ		6 phòng	6 phòng	Full nội thất, cửa và cầu thang gỗ lim Lào, bàn ghế tủ kệ gỗ hương Nam Phi.	Sổ đỏ/ Sổ hồng	20.9791461883724	105.796171659331	Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại phố Thái Hà	pr42594382	50 m²		12 tỷ						21.0125610516906	105.819894522415	Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Căn hộ chung cư tại The Manor - Hà Nội	pr42590128	106 m²		7,5 tỷ	Tây - Bắc	2 phòng	2 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.014203918873356	105.77673855181169	Dự án The Manor, đường Mễ Trì, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà biệt thự, liền kề tại đường Thịnh Liệt	pr42573465	65 m²	5 m	16,8 tỷ		4 phòng	4 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.9711387387985	105.844451117667	Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà riêng tại đường Vũ Trọng Phụng	pr42640121	33 m²	3,6 m	7,1 tỷ		3 phòng	4 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.9993644458418	105.807889840319	Đường Vũ Trọng Phụng, Phường Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Phùng Khoang	pr42418009	88 m²	4,5 m	21,24 tỷ		28 phòng	28 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.9880179714074	105.793178953771	Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà mặt phố tại phố Dịch Vọng Hậu	pr42529723	40 m²	4 m	9,2 tỷ		6 phòng	5 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.030908955362	105.786287823955	Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Bán đất tại đường La Nội	pr42624390	60,1 m²		8,5 tỷ					Sổ đỏ/ Sổ hồng	20.9795012238848	105.747431266803	Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại phố Kim Mã	pr42129710	47 m²		8,5 tỷ				Đầy đủ	Sổ đỏ/ Sổ hồng	21.0315163391579	105.819443104798	Phố Kim Mã, Phường Giảng Võ, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Nhà riêng tại phường Xuân La	pr42617994	40 m²		12,5 tỷ				Tặng full nội thất xịn sò.	Sổ đỏ/ Sổ hồng	21.0623200669513	105.807222642226	Phường Xuân La, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Wonder City	pr42554958	96 m²		16,5 tỷ				Hoàn thiện bên ngoài thô bên trong	Sổ đỏ/ Sổ hồng	21.0963996559754	105.7118769968	Dự án Vinhomes Wonder City, Xã Tân Hội, Đan Phượng, Hà Nội	Đan Phượng	Hà Nội
Nhà riêng tại phố Yên Lạc	pr41855777	79 m²	6,1 m	26,5 tỷ		4 phòng	7 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0002981641654	105.863006094132	Phố Yên Lạc, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà mặt phố tại đường Trần Phú	pr42582580	50 m²		19,99 tỷ		4 phòng	4 phòng		Sổ đỏ/ Sổ hồng	20.9747170641479	105.785525523907	Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại đường Cát Linh	pr40113480	64 m²	5 m	25 tỷ		6 phòng	4 phòng	Cơ bản	Sổ đỏ/ Sổ hồng	21.0287734591574	105.831073438362	Đường Cát Linh, Phường Cát Linh, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà mặt phố tại phố Trần Quốc Hoàn	pr42624790	44 m²		20,4 tỷ					Sổ đỏ.	21.041547266407	105.78661061739	Phố Trần Quốc Hoàn, Phường Dịch Vọng, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại The Manor - Hà Nội	pr42600169	100 m²		8,2 tỷ		2 phòng	2 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.014780227545543	105.77539020496303	Dự án The Manor, đường Mễ Trì, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Láng	pr42308646	44 m²	5,1 m	17,95 tỷ		7 phòng	5 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.021574672778	105.800840733871	Ngõ 1194, Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Lạc Long Quân	pr42655864	60 m²	5,5 m	20 tỷ		6 phòng	6 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0537689302234	105.809123931487	Ngõ 89 Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Tam Trinh	pr40070210	60 m²		14 tỷ		6 phòng				20.9911024	105.8630615	Đường Tam Trinh, Phường Mai Động, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Căn hộ chung cư tại Eco Green City	pr42586616	95 m²		13,8 tỷ	Tây - Bắc	3 phòng	2 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.9838197078143	105.80855035539182	Dự án Eco Green City, Đường Nguyễn Xiển, Xã Tân Triều, Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
Nhà riêng tại đường Lãng Yên	pr42620723	62 m²	4 m	20 tỷ		5 phòng	6 phòng		Sổ đỏ/ Sổ hồng	21.0089923666926	105.866100540186	Ngõ 51, Đường Lãng Yên, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Mễ Trì Hạ	pr42366033	101 m²		22,9 tỷ		34 phòng	34 phòng		Sổ đỏ/ Sổ hồng	21.0135377827817	105.781737083247	Đường Mễ Trì Hạ, Phường Mễ Trì, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại phố Trần Bình	pr42609383	40 m²	4 m	9,2 tỷ		10 phòng	10 phòng	Cơ bản	Sổ đỏ/ Sổ hồng	21.035532919037	105.778639235458	Phố Trần Bình, Phường Mai Dịch, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại phường Bồ Đề	pr42645418	35 m²		9,85 tỷ						21.038387907639	105.872974002891	Phường Bồ Đề, Long Biên, Hà Nội	Long Biên	Hà Nội
Căn hộ chung cư tại Hà Nội Center Point	pr42624407	82 m²		7,5 tỷ	Tây - Nam	3 phòng	2 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0049341325521	105.804926770677	Hà Nội Center Point, Hoàng Đạo Thúy, Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà biệt thự, liền kề tại Vinhomes Wonder City	pr42648575	109,3 m²	8 m	24,13 tỷ	Đông - Nam	4 phòng	5 phòng	Không nội thất	Đang chờ sổ	21.095638479522275	105.7121965530343	Vinhomes Wonder City, Đường 422, Xã Tân Hội, Đan Phượng, Hà Nội	Đan Phượng	Hà Nội
Nhà biệt thự, liền kề tại Gamuda Gardens	pr37839600	90 m²	6 m	25 tỷ				Không nội thất.	Hợp đồng mua bán	20.9694455719091	105.872663969251	Dự án Gamuda Gardens, Đường Pháp Vân, Phường Yên Sở, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà mặt phố tại đường Nguyễn Công Hoan	pr42107156	57 m²	4 m	27,5 tỷ	Nam	5 phòng	4 phòng	Đầy đủ	Sổ đỏ	21.0272949189344	105.815410910972	Đường Nguyễn Công Hoan, Phường Ngọc Khánh, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Nhà riêng tại đường Kim Ngưu	pr42635263	35 m²		7 tỷ		3 phòng	4 phòng		Sổ đỏ/ Sổ hồng	21.0046737992821	105.86086211677	Đường Kim Ngưu, Phường Thanh Lương, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Quần Ngựa	pr41081204	70 m²	4 m	23,6 tỷ						21.0413966560103	105.814556042333	Đường Quần Ngựa, Phường Liễu Giai, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Nhà riêng tại đường Phố Lụa	pr42631486	60 m²	4 m	14,7 tỷ		5 phòng	5 phòng		Sổ đỏ/ Sổ hồng	20.9799523749147	105.774403259417	Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại đường Cầu Giấy	pr42654815	30 m²		7,2 tỷ					Sổ đỏ/ Sổ hồng	21.0347512631411	105.794551768181	Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại phố Nghĩa Tân	pr41609192	79 m²	5 m	28,9 tỷ					Sổ đỏ/ Sổ hồng	21.0452536116168	105.792282246739	Phố Nghĩa Tân, Phường Nghĩa Tân, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Đặng Văn Ngữ	pr41863644	70 m²	5,4 m	10,8 tỷ					Sổ đỏ/ Sổ hồng	21.01227535942	105.832606892862	Đường Đặng Văn Ngữ, Phường Phương Liên, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Nguyễn Chí Thanh	pr42131102	110 m²	6 m	28 tỷ		13 phòng	14 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0209358135297	105.808846892088	Đường Nguyễn Chí Thanh, Phường Láng Thượng, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường La Tinh	pr42584105	79 m²	5 m	8 tỷ	Tây	2 phòng	2 phòng	Cơ bản	Sổ đỏ/ Sổ hồng	20.9701811848493	105.720154247906	Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Nhà riêng tại đường Cầu Giấy	pr42586205	110 m²		22,5 tỷ		22 phòng	22 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0345492004952	105.794146250863	Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Bán đất tại xã Mai Lâm	pr42648386	126 m²		7,5 tỷ						21.0924123456566	105.88890870099	Xã Mai Lâm, Huyện Đông Anh, Hà Nội	Đông Anh	Hà Nội
Nhà riêng tại đường Tân Mai	pr41967255	43,1 m²		7,95 tỷ		5 phòng	4 phòng	Cơ bản	Sổ đỏ/ Sổ hồng	20.9840559864533	105.850278229215	Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà biệt thự, liền kề tại Avenue Garden	pr42492892	110 m²	6 m	29 tỷ		6 phòng	6 phòng	Không nội thất	Sổ đỏ/ Sổ hồng	21.08123008552873	105.81465274712741	Dự án Avenue Garden, Đường Tây Thăng Long, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà mặt phố tại đường Nguyễn Lương Bằng	pr42543966	99,9 m²	4,6 m	25 tỷ		2 phòng	3 phòng	Không nội thất	Sổ đỏ/ Sổ hồng	21.0163717811236	105.828504578276	Đường Nguyễn Lương Bằng, Phường Ô Chợ Dừa, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Võ Chí Công	pr42021302	58 m²	5 m	21,49 tỷ		6 phòng	7 phòng		Sổ đỏ/ Sổ hồng	21.0502597079015	105.804951423245	Ngõ 132, Đường Võ Chí Công, Phường Nghĩa Đô, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại D’. El Dorado II	pr36292301	76 m²		8 tỷ	Tây - Nam	2 phòng	2 phòng	Đầy đủ	Đang chờ sổ	21.0707530975342	105.8095703125	D’. El Dorado II, số 298, Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà riêng tại phường Việt Hưng	pr41766979	100 m²	6 m	23,9 tỷ	Tây - Nam	4 phòng	5 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0561550143174	105.902291048246	Phường Việt Hưng, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại phố Phùng Chí Kiên	pr42626507	60 m²	5 m	20 tỷ		6 phòng	6 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.04336221826	105.802505062276	Phố Phùng Chí Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Văn Trì	pr42616059	38 m²	4,5 m	7,5 tỷ	Đông - Nam	5 phòng	6 phòng		Sổ đỏ/ Sổ hồng	21.0508178549568	105.741217459722	Đường Văn Trì, Phường Minh Khai, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà mặt phố tại đường Đông Quan	pr42070788	55 m²	5,4 m	24 tỷ		4 phòng	6 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.039728846445	105.803895302696	Đường Đông Quan, Phường Nghĩa Đô, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà mặt phố tại đường Khương Đình	pr42587066	40 m²	4 m	15,5 tỷ		4 phòng			Sổ đỏ/ Sổ hồng	20.9912473892102	105.813346726796	Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Ngọc Lâm	pr40003831	104 m²	4,5 m	24 tỷ		5 phòng	4 phòng	Cơ bản.	Sổ đỏ/ Sổ hồng.	21.0468238	105.8717343	Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại phường Xuân Phương	pr40781030	45 m²		9,9 tỷ				Nội thất cao cấp.	Sổ đỏ	21.0294166908853	105.744889125292	Phường Xuân Phương, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại phố Thái Hà	pr42648055	44 m²	4 m	19 tỷ		8 phòng	8 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0134846958484	105.826856771452	Phố Thái Hà, Phường Quang Trung, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Căn hộ chung cư tại Goldmark City	pr42041111	172 m²		9,6 tỷ		4 phòng		Đầy đủ	Sổ đỏ/ Sổ hồng	21.044238405001202	105.76731384957843	Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại phố Tạ Quang Bửu	pr41793054	42 m²	5,1 m	13,8 tỷ		3 phòng	3 phòng		Sổ đỏ/ Sổ hồng	21.0064724662462	105.846832395953	Phố Tạ Quang Bửu, Phường Bách Khoa, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà mặt phố tại đường Cửu Việt 2	pr42428560	105 m²	4 m	14,5 tỷ	Bắc	2 phòng	1 phòng		Sổ đỏ/ Sổ hồng	21.0101409218178	105.936482660472	Đường Cửu Việt 2, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Vân Canh	pr42619642	100 m²	6 m	22,5 tỷ		6 phòng	5 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.040812405903	105.73150906574	Khu đô thị Vân Canh, Vân Canh, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Nhà biệt thự, liền kề tại New House City	pr39446560	292 m²	15 m	53 triệu/m²	Đông	6 phòng	5 phòng	Không nội thất.	Sổ đỏ/ Sổ hồng	21.0032348632813	105.646186828613	Dự án New House City, Đường Đại lộ Thăng Long, Thị trấn Quốc Oai, Quốc Oai, Hà Nội	Quốc Oai	Hà Nội
Bán đất tại xã Vân Hòa	pr42038785	1.350 m²	25 m	8,1 tỷ					Sổ đỏ/ Sổ hồng	21.080189194123	105.414109459064	Đất Muồng Voi, Xã Vân Hòa, Ba Vì, Hà Nội	Ba Vì	Hà Nội
Nhà riêng tại phố Trần Quốc Hoàn	pr42299807	68 m²	5 m	19 tỷ		4 phòng	5 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0415804269763	105.78596092007	Phố Trần Quốc Hoàn, Phường Dịch Vọng, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Mễ Trì Hạ	pr42586349	45 m²		7,3 tỷ						21.0140861494096	105.781426615095	Đường Mễ Trì Hạ, Phường Mễ Trì, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Nguyễn Văn Huyên	pr42650548	45 m²	4 m	18,5 tỷ		3 phòng	4 phòng		Sổ đỏ/ Sổ hồng	21.038154433675	105.797667823161	Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại Iris Garden	pr42602060	135 m²		8 tỷ		3 phòng	2 phòng	Đầy đủ.	Sổ đỏ/ Sổ hồng	21.0317763268545	105.76091025434	Iris Garden, 30, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Đồng Bát	pr42652652	54 m²		16,25 tỷ					Sổ đỏ/ Sổ hồng	21.0232163868036	105.794763007068	Đường Đồng Bát, Phường Mai Dịch, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Bán đất tại đường Trịnh Văn Bô	pr42597267	100 m²		14 tỷ					Sổ đỏ/ Sổ hồng	21.0381124671019	105.745995551447	Đường Trịnh Văn Bô, Phường Phương Canh, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Đào Tấn	pr42219751	94,3 m²	6,35 m	21 tỷ	Đông - Nam	3 phòng	3 phòng		Sổ đỏ/ Sổ hồng	21.0327493068977	105.808863851036	Đường Đào Tấn, Phường Cống Vị, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Nhà riêng tại đường Trương Định	pr42470007	35 m²	3,5 m	7,4 tỷ		5 phòng	4 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.9950025293598	105.849879020612	Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Bán đất tại đường Ngọc Đại	pr42600991	52,7 m²	3,8 m	8,3 tỷ	Đông - Bắc				Sổ đỏ/ Sổ hồng	20.9887280100752	105.77102498171	Đường Ngọc Đại, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Bán đất tại đường Kiêu Kỵ	pr42221608	236 m²		36 triệu/m²	Tây - Bắc				Sổ đỏ/ Sổ hồng.	20.9831042920312	105.960305740485	Đường Kiêu Kỵ, Xã Kiêu Kỵ, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Nhà riêng tại đường Kim Giang	pr42633342	120 m²	5 m	17,8 tỷ		4 phòng	3 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.9829237531082	105.815503243296	Đường Kim Giang, Phường Khương Đình, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại đường Đại Mỗ	pr42630896	45 m²		9,7 tỷ		4 phòng	4 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.9900611541071	105.76161629613	Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Căn hộ chung cư tại Eco Dream Nguyễn Xiển	pr41449177	150 m²		8,5 tỷ		3 phòng	3 phòng		Sổ đỏ/ Sổ hồng	20.983062744140625	105.80908203125	Dự án Eco Dream, Xã Tân Triều, Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
Căn hộ chung cư tại Khu đô thị mới Dịch Vọng	pr42591139	110 m²		7,5 tỷ	Đông - Bắc	3 phòng	2 phòng	Cơ bản	Sổ đỏ/ Sổ hồng	21.029180177650137	105.79400882063456	Khu đô thị mới Dịch Vọng, Dịch Vọng, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Căn hộ chung cư tại The Diamond Residence	pr42008570	202 m²		23 tỷ	Tây					21.0050814232334	105.804179273797	The Diamond Residence, Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại phố Trần Cung	pr42602444	60 m²	4,5 m	18,5 tỷ	Tây - Bắc	4 phòng	3 phòng	Cơ bản	Sổ đỏ/ Sổ hồng	21.0526514725638	105.78909212491	Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại Riverside Garden	pr42510028	126 m²		8,5 tỷ	Đông - Nam	3 phòng	2 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.989817437284632	105.81440465622728	Dự án Riverside Garden, Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà riêng tại phố Vạn Phúc	pr39542141	80 m²	5 m	17,5 tỷ				Đầy đủ	Sổ đỏ/ Sổ hồng	20.9886436171713	105.793869308521	Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán đất tại đường Minh Khai	pr42605986	60 m²	5 m	10,6 tỷ					Sổ đỏ/ Sổ hồng	20.9952397120263	105.856461732973	Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà riêng tại đường Ngọc Đại	pr42601465	58 m²	4,7 m	11,2 tỷ	Nam	5 phòng	5 phòng		Sổ đỏ/ Sổ hồng	20.9884704826915	105.770634820977	Đường Ngọc Đại, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà riêng tại đường Nguyễn Chí Thanh	pr42371289	46 m²	4,2 m	15,7 tỷ		5 phòng	4 phòng		Sổ đỏ/ Sổ hồng	21.0205862746169	105.80801370355	Ngõ 91, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Căn hộ chung cư tại Gamuda Gardens	pr42622329	93 m²		7,1 tỷ	Tây - Bắc					20.97317763315059	105.87399210932573	Dự án Gamuda Gardens, Phường Trần Phú, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà riêng tại đường Láng	pr42157867	110 m²		30 tỷ		28 phòng		Cơ bản	Sổ đỏ/ Sổ hồng	21.0142919296598	105.80591365805	Đường Láng, Phường Khương Thượng, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Shophouse, nhà phố thương mại tại Green Park CT15 Việt Hưng	pr41583636	210 m²	10 m	29 tỷ		1 phòng	1 phòng		Sổ đỏ/ Sổ hồng	21.0647229250751	105.911943966268	Dự án Green Park CT15 Việt Hưng, Đường Bùi Thiện Ngộ, Phường Giang Biên, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà riêng tại đường Đặng Tiến Đông	pr42633657	45 m²	4 m	15 tỷ					Sổ đỏ/ Sổ hồng	21.0143638435205	105.822062598148	Đường Đặng Tiến Đông, Phường Trung Liệt, Đống Đa, Hà Nội	Đống Đa	Hà Nội
