title	url_id	area	width	price	direction	number_of_bedrooms	number_of_toilets	furniture	legal	lat	lon	address	district	province
Nhà biệt thự, liền kề tại Khu đô thị Nam Long	pr41958357	120 m²		14,5 tỷ						10.7444179045901	106.732906500433	Khu đô thị Nam Long, Trần Trọng Cung, Tân Thuận Đông, Quận 7, Hồ Chí Minh	Quận 7	Hồ Chí Minh
Nhà mặt phố tại đường Trần Cao Vân	pr42647809	136,7 m²	5,36 m	11,8 tỷ	Bắc	2 phòng	1 phòng	Cơ bản	Sổ đỏ/ Sổ hồng	16.0710073616445	108.195630828093	Đường Trần Cao Vân, Phường Xuân Hà, Thanh Khê, Đà Nẵng	Thanh Khê	Đà Nẵng
Đất nền dự án tại Khu dân cư Đông Thủ Thiêm	pr42610846	108 m²	6 m	11,3 tỷ	Tây - Bắc				Hợp đồng mua bán	10.791412229458643	106.77846694936964	Đông Thủ Thiêm, Đường 57, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh	Quận 2	Hồ Chí Minh
Căn hộ chung cư tại Celadon City	pr39672195	221 m²		72 triệu/m²		3 phòng	2 phòng	Đầy đủ	Hợp đồng mua bán	10.8039054870605	106.616683959961	Dự án Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh	Tân Phú	Hồ Chí Minh
Nhà riêng tại đường Lạc Long Quân	pr42656627	54 m²	4 m	21,5 tỷ		4 phòng	6 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0738188760287	105.813220226156	Đường Lạc Long Quân, Phường Nhật Tân, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Shophouse, nhà phố thương mại tại Majestic City	pr42431109	100 m²	6 m	7,8 tỷ					Sổ đỏ/ Sổ hồng	20.939021661159362	106.06962350563128	Dự án Majestic City, Phường Nhân Hòa, Mỹ Hào, Hưng Yên	Mỹ Hào	Hưng Yên
Nhà biệt thự, liền kề tại An Phú Shop Villa	pr39101940	171 m²		27 tỷ					Sổ đỏ/ Sổ hồng	20.984656428087405	105.75039995634324	Dự án An Phú Shop Villa, Phường Dương Nội, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Bán đất tại đường Võ Nguyên Giáp	pr42231626	85 m²	5,2 m	9 tỷ					Sổ đỏ/ Sổ hồng	21.1233598578924	105.827087550551	Đường Võ Nguyên Giáp, Xã Vĩnh Ngọc, Đông Anh, Hà Nội	Đông Anh	Hà Nội
Căn hộ chung cư tại Heritage West Lake	pr42627500	103 m²		12,65 tỷ	Đông - Bắc	2 phòng	2 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.07285805218313	105.8126730194269	Dự án Heritage West Lake, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà riêng tại đường Bến Vân Đồn	pr37698573	57 m²		15 tỷ		6 phòng	7 phòng			10.7649132	106.7014121	Đường Bến Vân Đồn, Phường 9, Quận 4, Hồ Chí Minh	Quận 4	Hồ Chí Minh
Nhà riêng tại đường Hoàng Quốc Việt	pr42584395	50 m²		13,5 tỷ		2 phòng	3 phòng		Sổ đỏ/ Sổ hồng	21.0462834244649	105.799169172332	Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại Khu đô thị Palm Marina	pr41228405	125 m²		8 tỷ					Sổ đỏ/ Sổ hồng	10.7918059013346	106.760848435854	Dự án Palm Marina, Phường Long Trường, Quận 9, Hồ Chí Minh	Quận 9	Hồ Chí Minh
Nhà riêng tại đường Số 10	pr41242166	80 m²	10 m	16,5 tỷ		8 phòng	9 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	10.7270472222065	106.651404963987	Đường Số 10, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh	Bình Chánh	Hồ Chí Minh
Nhà riêng tại đường Nguyễn Đức Cảnh	pr42303966	42 m²	4,5 m	7,35 tỷ		3 phòng	4 phòng	Đầy đủ.	Sổ đỏ/ Sổ hồng	20.987084378073	105.851688882248	Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà riêng tại phường Hiệp Bình Phước	pr42473947	58 m²	6 m	9,8 tỷ	Bắc	6 phòng	7 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	10.8531708835136	106.719919018104	Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh	Thủ Đức	Hồ Chí Minh
Bán đất tại phường Linh Tây	pr42509323	49,7 m²		8,8 tỷ					Hợp đồng mua bán	10.8592733434488	106.756648142103	Linh Tây, Thủ Đức, Hồ Chí Minh	Thủ Đức	Hồ Chí Minh
Bán đất tại đường Nguyễn Duy Hiệu	pr42377635	184 m²	8,5 m	18,5 tỷ					Sổ đỏ/ Sổ hồng	16.0560920104899	108.240022855661	Đường Nguyễn Duy Hiệu, Phường Phước Mỹ, Sơn Trà, Đà Nẵng	Sơn Trà	Đà Nẵng
Nhà riêng tại đường Nguyễn Văn Huyên	pr42646924	45 m²	3,6 m	18,5 tỷ		3 phòng	5 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0421700050599	105.797927731079	Đường Nguyễn Văn Huyên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà biệt thự, liền kề tại The Empire - Vinhomes Ocean Park 2	pr40984578	75 m²	5 m	10 tỷ	Đông - Nam	5 phòng	3 phòng		Hợp đồng mua bán	20.941652013854785	105.95568050627159	Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên	Văn Giang	Hưng Yên
Căn hộ chung cư tại Thống Nhất Complex	pr42594591	95 m²		7,8 tỷ		3 phòng	2 phòng	Nội thất đầy đủ	Sổ đỏ/ Sổ hồng	20.9981724895581	105.802734132665	Dự án Thống Nhất Complex, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Nhà mặt phố tại đường Ngô Gia Tự	pr40115374	64,8 m²	5,4 m	18 tỷ	Đông - Nam				Sổ đỏ/ Sổ hồng	10.7585733	106.6679486	Đường Ngô Gia Tự, Phường 9, Quận 5, Hồ Chí Minh	Quận 5	Hồ Chí Minh
Nhà riêng tại phường Cát Linh	pr42622231	50 m²		18 tỷ					Sổ đỏ/ Sổ hồng	21.0282872037311	105.828455973597	Phường Cát Linh, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán đất tại đường Nguyễn Duy Trinh	pr42589346	261,5 m²	12 m	28,5 tỷ	Bắc				Sổ đỏ/ Sổ hồng	10.7910744866204	106.7954911766	Đường Nguyễn Duy Trinh, Phường Phú Hữu, Quận 9, Hồ Chí Minh	Quận 9	Hồ Chí Minh
Bán đất tại đường Bưng Ông Thoàn	pr42179844	160 m²	8 m	8,9 tỷ	Nam				Sổ đỏ/ Sổ hồng	10.8073992890652	106.798672164626	Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh	Quận 9	Hồ Chí Minh
Nhà riêng tại đường Dã Tượng	pr42406794	100 m²	6 m	13,99 tỷ	Đông - Nam	3 phòng	3 phòng	Cơ bản	Sổ đỏ/ Sổ hồng	21.0236017004363	105.846548189323	Đường Dã Tượng, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội	Hoàn Kiếm	Hà Nội
Căn hộ chung cư tại Diamond Centery	pr41448270	120 m²		7,6 tỷ	Tây - Bắc	3 phòng	3 phòng	Cơ bản	Hợp đồng mua bán	10.8039884567261	106.617370605469	Dự án Diamond Centery Celadon City, Đường N1, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh	Tân Phú	Hồ Chí Minh
Nhà riêng tại đường Văn Cao	pr39763805	100 m²	5 m	23 tỷ		10 phòng	10 phòng	Đầy đủ.	Sổ đỏ/ Sổ hồng	21.0402033	105.8160685	Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội	Ba Đình	Hà Nội
Nhà riêng tại đường Xuân Đỉnh	pr42584958	80 m²		16,9 tỷ				Đầy đủ	Sổ đỏ/ Sổ hồng	21.0714555007178	105.794190300088	Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Nhà riêng tại đường Phạm Văn Bạch	pr42307985	100 m²	5 m	12,8 tỷ		3 phòng	4 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	10.8255510404599	106.640324388911	Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh	Tân Bình	Hồ Chí Minh
Nhà riêng tại đường Giải Phóng	pr42594008	36 m²	4 m	7,66 tỷ	Nam	4 phòng	5 phòng		Sổ đỏ/ Sổ hồng	20.9657261813165	105.842128923792	Đường Giải Phóng, Phường Đại Kim, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Bán đất tại xã Mai Lâm	pr42635646	80 m²	5,61 m	175 triệu/m²					Sổ đỏ/ Sổ hồng	21.0917631467245	105.889002565818	Xã Mai Lâm, Đông Anh, Hà Nội	Đông Anh	Hà Nội
Nhà biệt thự, liền kề tại Iris Garden	pr42624269	80 m²	6 m	20,5 tỷ		6 phòng	6 phòng	Cơ bản	Sổ đỏ/ Sổ hồng	21.0315445946068	105.759614405098	Iris Garden, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Bán đất tại phường Hắc Dịch	pr42552545	310 m²		8,2 tỷ						10.6516770634183	107.128067692343	Phường Hắc Dịch, Phú Mỹ, Bà Rịa Vũng Tàu	Phú Mỹ	Bà Rịa Vũng Tàu
Nhà riêng tại phường 3	pr42324206	68 m²	4,8 m	7,99 tỷ		2 phòng	2 phòng		Sổ đỏ/ Sổ hồng	10.7988641689618	106.692863268027	Phường 3, Bình Thạnh, Hồ Chí Minh	Bình Thạnh	Hồ Chí Minh
Căn hộ chung cư tại The Manor - TP. Hồ Chí Minh	pr41327715	164 m²		11 tỷ		3 phòng	2 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	10.7938528060913	106.717842102051	The Manor HCM, 91, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh	Bình Thạnh	Hồ Chí Minh
Nhà biệt thự, liền kề tại phố Tôn Đức Thắng	pr42594895	250 m²	12,5 m	14,9 tỷ	Đông	6 phòng	7 phòng	Đầy đủ	Đang chờ sổ	12.2038533686308	109.190025015913	Phố Tôn Đức Thắng, Xã Phước Đồng, Nha Trang, Khánh Hòa	Nha Trang	Khánh Hòa
Bán đất tại đường Số 32A	pr41581316	100 m²		10,3 tỷ					Sổ đỏ/ Sổ hồng	10.7525012313149	106.608476552771	Đường Số 32A, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh	Bình Tân	Hồ Chí Minh
Nhà riêng tại phố Dốc Tam Đa	pr42514583	43 m²	4 m	10,7 tỷ		5 phòng	4 phòng	Cơ bản	Sổ đỏ/ Sổ hồng	21.0432667147115	105.818544979635	phố Dốc Tam Đa, Phường Thụy Khuê, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Nhà riêng tại đường Đặng Tiến Đông	pr42140663	75 m²		16,8 tỷ		18 phòng	19 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0144661697338	105.821641593327	Đường Đặng Tiến Đông, Phường Trung Liệt, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Nguyễn Hồng Đào	pr42613193	65 m²	4 m	11,5 tỷ		3 phòng	4 phòng			10.7937529933913	106.642374909928	Đường Nguyễn Hồng Đào, Phường 14, Tân Bình, Hồ Chí Minh	Tân Bình	Hồ Chí Minh
Nhà riêng tại đường Dịch Vọng	pr42504972	50 m²	5 m	11,2 tỷ		6 phòng	5 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0292923805247	105.783203948503	Đường Dịch Vọng, Phường Dịch Vọng, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Lê Đức Thọ	pr42051512	87 m²	4,2 m	7,5 tỷ						10.84802279205	106.667909395296	Đường Lê Đức Thọ, Phường 15, Gò Vấp, Hồ Chí Minh	Gò Vấp	Hồ Chí Minh
Nhà biệt thự, liền kề tại VCN - Phước Long	pr42638089	85,2 m²	6 m	12,5 tỷ	Tây	4 phòng	5 phòng	Cơ bản	Sổ đỏ/ Sổ hồng	12.2223701814052	109.181305760689	VCN - Phước Long, Đường A1 Phường Phước long ,  Nha Trang, Khánh Hòa	Nha Trang	Khánh Hòa
Nhà riêng tại đường 28	pr42650414	68 m²	5 m	8,2 tỷ	Tây - Nam	5 phòng	6 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	10.8442795911676	106.681924444482	Đường 28, Phường 6, Gò Vấp, Hồ Chí Minh	Gò Vấp	Hồ Chí Minh
Bán đất tại xã Kiêu Kỵ	pr41920840	80 m²	4,58 m	8,7 tỷ	Đông - Bắc				Sổ đỏ/ Sổ hồng	20.9762156596775	105.953700153103	Xã Kiêu Kỵ, Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Căn hộ chung cư tại Watermark	pr40614306	98 m²		8,5 tỷ		2 phòng	2 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0555477142334	105.80859375	Dự án Watermark Tây Hồ, Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Bán đất tại đường Vũ Văn Hiếu	pr40341677	10.299 m²		1,61 triệu/m²					Sổ hồng, sổ đỏ.	21.0458766985793	107.776630276717	Đường Vũ Văn Hiếu, Xã Đồng Tiến, Cô Tô, Quảng Ninh	Cô Tô	Quảng Ninh
Nhà riêng tại đường Phan Văn Trị	pr39275684	110 m²	5 m	8,89 tỷ		3 phòng	2 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	10.8159197	106.6952001	Hẻm 1/, Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh	Bình Thạnh	Hồ Chí Minh
Căn hộ chung cư tại Sunshine Golden River	pr42597389	153 m²		13,2 tỷ		3 phòng				21.0835484879349	105.811511746395	Sunshine Golden River, Phú Thượng, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Căn hộ chung cư tại Căn hộ D’Lusso	pr42307451	112 m²		15 tỷ					Sổ đỏ/ Sổ hồng	10.7896787155471	106.755248814021	DLusso, Đường Nguyễn Thị Định, Phường An Phú, Quận 2, Hồ Chí Minh	Quận 2	Hồ Chí Minh
Bán đất tại đường Mỹ Phước Tân Vạn	pr42638350	1.200 m²		18 tỷ					Sổ đỏ/ Sổ hồng	10.9233340532437	106.769356564001	Đường Mỹ Phước Tân Vạn, Phường Tân Đông Hiệp, Dĩ An, Bình Dương	Dĩ An	Bình Dương
Bán đất tại đường Kênh Nước Đen	pr41807907	120 m²	8 m	12 tỷ	Tây				Sổ đỏ/ Sổ hồng	10.7891828189312	106.608671759029	Đường Kênh Nước Đen, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh	Bình Tân	Hồ Chí Minh
Đất nền dự án tại KDC Phú Nhuận - Phước Long B	pr42234620	237,9 m²		82 triệu/m²	Đông - Bắc				Sổ đỏ/ Sổ hồng.	10.803329304437	106.786263188558	KDC Phú Nhuận - Phước Long B, Đường Liên Phường, Phường Phước Long B, Quận 9, Hồ Chí Minh	Quận 9	Hồ Chí Minh
Căn hộ chung cư tại Sunshine Green Iconic	pr41339068	108 m²		8,28 tỷ		3 phòng	2 phòng	Nội thất bàn giao như chủ đầu tư.		21.0407333374023	105.896560668945	Dự án Sunshine Green Iconic, Phường Phúc Đồng, Long Biên, Hà Nội	Long Biên	Hà Nội
Nhà biệt thự, liền kề tại Iris Garden	pr42559880	77 m²	8 m	20,5 tỷ		4 phòng	4 phòng	Không nội thất	Sổ đỏ/ Sổ hồng	21.031105934418537	105.76071853845006	Dự án Iris Garden, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà mặt phố tại đường Ngô Đức Kế	pr41499752	156 m²	4 m	12,3 tỷ	Đông - Nam					10.3649533876671	107.081443214632	Đường Ngô Đức Kế, Phường 7, Vũng Tàu, Bà Rịa Vũng Tàu	Vũng Tàu	Bà Rịa Vũng Tàu
Căn hộ chung cư tại The Vista An Phú	pr42620967	158 m²		11,5 tỷ		3 phòng	4 phòng	Sẵn nội thất	Sổ đỏ/ Sổ hồng	10.8055951319163	106.751575016189	The Vista An Phú, Xa Lộ Hà Nội, An Phú, Quận 2, Hồ Chí Minh	Quận 2	Hồ Chí Minh
Nhà riêng tại đường Nông Quốc Chấn	pr42626372	50 m²	4,5 m	13,5 tỷ		6 phòng	6 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	20.968671975792	105.750630017733	Đường Nông Quốc Chấn, Phường La Khê, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà riêng tại phường Láng Hạ	pr42577653	60 m²	3,5 m	18 tỷ				Đầy đủ	Sổ đỏ/ Sổ hồng	21.0163340427538	105.812221136946	Phường Láng Hạ, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Nguyễn Oanh	pr41994727	160 m²	8 m	16 tỷ		8 phòng	9 phòng	Cơ bản	Sổ đỏ/ Sổ hồng.	10.8415794791783	106.676337904328	Hẻm 214, Đường Nguyễn Oanh, Phường 17, Gò Vấp, Hồ Chí Minh	Gò Vấp	Hồ Chí Minh
Nhà riêng tại đường Hà Bổng	pr42647584	142 m²	17 m	18,5 tỷ		11 phòng	11 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	16.0674680448539	108.244304091798	Đường Hà Bổng, Phường Phước Mỹ, Sơn Trà, Đà Nẵng	Sơn Trà	Đà Nẵng
Bán đất tại phường Dương Quan	pr42603650	211 m²		10,4 tỷ					Sổ đỏ chính chủ, sang tên ngay	20.8935264105282	106.693497598059	Phường Dương Quan, Thủy Nguyên, Hải Phòng	Thủy Nguyên	Hải Phòng
Nhà riêng tại đường 422B	pr42221657	42,5 m²	3,53 m	10,5 tỷ	Bắc	4 phòng	4 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0391050331204	105.727306240959	Đường 422B, Xã Vân Canh, Hoài Đức, Hà Nội	Hoài Đức	Hà Nội
Bán đất tại đường Số 47	pr42623998	97,3 m²	5 m	24,5 tỷ	Tây - Bắc				Sổ hồng	10.8101939186945	106.729631059149	Đường Số 47, Phường Thảo Điền, Quận 2, Hồ Chí Minh	Quận 2	Hồ Chí Minh
Nhà riêng tại đường Thụy Phương	pr42559227	61 m²		12,5 tỷ				Đầy đủ	Sổ đỏ/ Sổ hồng	21.0921981032122	105.785165858031	Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội	Bắc Từ Liêm	Hà Nội
Căn hộ chung cư tại The Metropole Thủ Thiêm	pr41999428	120 m²		29 tỷ	Nam	3 phòng	2 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	10.77327969518044	106.71691633661719	Dự án The Metropole, Phường An Khánh, Quận 2, Hồ Chí Minh	Quận 2	Hồ Chí Minh
Đất nền dự án tại Khu dân cư Khang An	pr42514774	168 m²	8 m	14,5 tỷ					Sổ đỏ/ Sổ hồng.	10.789216216613447	106.80005792599555	Dự án Khang An, Phường Phú Hữu, Quận 9, Hồ Chí Minh	Quận 9	Hồ Chí Minh
Nhà riêng tại đường C1	pr42524820	96 m²		10,99 tỷ		6 phòng	6 phòng		Sổ đỏ/ Sổ hồng	10.8034576262578	106.645072307137	Đường C1, Phường 13, Tân Bình, Hồ Chí Minh	Tân Bình	Hồ Chí Minh
Nhà mặt phố tại đường Bác Ái	pr41073808	238 m²	13 m	19 tỷ		2 phòng	1 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	10.8458304675765	106.766398106841	Đường Bác Ái, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh	Thủ Đức	Hồ Chí Minh
Bán đất tại đường Hồ Ba Mẫu	pr41584302	150 m²	5,8 m	24 tỷ						21.0132218680942	105.839082968092	Đường Hồ Ba Mẫu, Phường Phương Liên, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà mặt phố tại đường Hòa Xuân 2	pr42423029	80 m²	10,5 m	9,9 tỷ		5 phòng	6 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	16.0019221889447	108.220126140193	Đường Hòa Xuân 2, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng	Cẩm Lệ	Đà Nẵng
Căn hộ chung cư tại Chung cư Westlake Residential	pr42607019	53 m²		160 triệu/m²		2 phòng	2 phòng		sở hữu lâu dài	21.08389554408337	105.8084701701977	Chung cư Westlake Residential , Phường Phú Thượng, Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Bán đất tại đường ĐT 725	pr39175137	4.882 m²	53 m	11,5 tỷ					Sổ đỏ/ Sổ hồng	11.8397074	108.339804	Đường ĐT 725, Thị trấn Nam Ban, Lâm Hà, Lâm Đồng	Lâm Hà	Lâm Đồng
Nhà riêng tại phố Phạm Huy Thông	pr41803527	108 m²		17,5 tỷ		6 phòng	5 phòng	Cơ bản.	Sổ đỏ/ Sổ hồng	10.83379	106.6829	Đường  Phạm Huy Thông, Phường 7, Gò Vấp, Hồ Chí Minh	Gò Vấp	Hồ Chí Minh
Nhà biệt thự, liền kề tại Royal River City	pr42094368	69 m²	5 m	9 tỷ	Tây			Không nội thất	Sổ đỏ/ Sổ hồng	20.8590140579216	106.668086544838	Royal River City, Hạ Lý, Thượng Lý, Hồng Bàng, Hải Phòng	Hồng Bàng	Hải Phòng
Nhà mặt phố tại đường Linh Trung	pr42422741	77 m²	5 m	12,6 tỷ		4 phòng	4 phòng		Sổ đỏ/ Sổ hồng	10.8637269644299	106.779526251086	Đường Linh Trung, Phường Linh Trung, Thủ Đức, Hồ Chí Minh	Thủ Đức	Hồ Chí Minh
Nhà riêng tại đường Trần Thái Tông	pr41527687	91 m²	5,6 m	26 tỷ					Sổ đỏ/ Sổ hồng	21.0311597073027	105.788268777229	Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Quang Tiến	pr42607420	100 m²	5,4 m	26,5 tỷ		26 phòng	26 phòng	Không nội thất	Sổ đỏ/ Sổ hồng	21.001021863021	105.75797264912	Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Nhà mặt phố tại phường Ngọc Thụy	pr42625340	75 m²	5 m	15,5 tỷ					Sổ đỏ/ Sổ hồng	21.0591884517166	105.868332639715	Phường Ngọc Thụy, Long Biên, Hà Nội	Long Biên	Hà Nội
Shophouse, nhà phố thương mại tại Sky Garden II	pr42280979	200 m²	17,5 m	28,5 tỷ		1 phòng	2 phòng		Sổ đỏ/ Sổ hồng	10.728745790213905	106.70605161288677	Dự án Sky Garden II, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh	Quận 7	Hồ Chí Minh
Nhà riêng tại đường Mỹ Đình	pr42615966	50 m²		10 tỷ				Đầy đủ	Sổ đỏ/ Sổ hồng	21.0237215966866	105.77415809397	đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Bán đất tại đường Cây Dầu	pr42143388	1.056 m²	28 m	21 triệu/m²					Sổ đỏ/ Sổ hồng	10.7363175675307	106.88862824177	Đường Cây Dầu, Xã Phú Hội, Nhơn Trạch, Đồng Nai	Nhơn Trạch	Đồng Nai
Nhà riêng tại đường Tây Sơn	pr42411749	52 m²	3,3 m	15,5 tỷ		4 phòng	3 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0094517899752	105.824793329481	Đường Tây Sơn, Phường Quang Trung, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán đất tại đường Phạm Hùng	pr42579033	322,5 m²	15 m	23,8 tỷ	Tây - Bắc				Sổ đỏ/ Sổ hồng	15.9927362730634	108.2076693707	Đường Phạm Hùng, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng	Cẩm Lệ	Đà Nẵng
Nhà mặt phố tại phố Phạm Huy Thông	pr42631738	100 m²		17 tỷ		8 phòng	6 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	10.833667503099	106.683053984919	Đường  Phạm Huy Thông, Phường 7, Gò Vấp, Hồ Chí Minh	Gò Vấp	Hồ Chí Minh
Nhà riêng tại đường Trường Chinh	pr42509475	86 m²		16,9 tỷ		21 phòng	21 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.0004413496783	105.829109459372	Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà riêng tại đường Chấn Hưng	pr42614425	70 m²		9,3 tỷ					Sổ đỏ/ Sổ hồng	10.7849615006529	106.662113469399	Đường Chấn Hưng, Phường 6, Tân Bình, Hồ Chí Minh	Tân Bình	Hồ Chí Minh
Nhà mặt phố tại đường Dương Khuê	pr38325501	72 m²	4 m	8,99 tỷ						10.7755411	106.6305271	Đường Dương Khuê, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh	Tân Phú	Hồ Chí Minh
Nhà riêng tại đường Bạch Đằng	pr42447898	50 m²	3 m	7,9 tỷ		4 phòng	3 phòng	Cơ bản	Sổ đỏ/ Sổ hồng	21.0137441274636	105.865761861814	Đường Bạch Đằng, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Căn hộ chung cư tại Chung cư The Nine	pr42615379	106 m²		8 tỷ	Tây - Bắc	3 phòng	2 phòng	Đầy đủ	Sổ đỏ/ Sổ hồng	21.040036056649225	105.78011381703372	Dự án The Nine, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Nhà riêng tại đường Định Công Thượng	pr42631421	54 m²		8,85 tỷ		3 phòng	3 phòng	Cơ bản	Sổ đỏ/ Sổ hồng	20.9830356870975	105.821063569764	Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà riêng tại đường Chiến Thắng	pr42633983	55 m²		13,5 tỷ					Sổ đỏ/ Sổ hồng	20.9794432077486	105.795890377573	Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà biệt thự, liền kề tại đường Xô Viết Nghệ Tĩnh	pr41429558	1.153 m²		20 tỷ		7 phòng			Sổ đỏ/ Sổ hồng	11.9685959941768	108.427854430977	Đường Xô Viết Nghệ Tĩnh, Phường 7, Đà Lạt, Lâm Đồng	Đà Lạt	Lâm Đồng
Nhà mặt phố tại đường Thân Văn Nhiếp	pr42589630	115 m²	7 m	23,5 tỷ		5 phòng	5 phòng			10.7852305378039	106.752945814158	137 Đường Thân Văn Nhiếp, Phường An Phú, Quận 2, Hồ Chí Minh	Quận 2	Hồ Chí Minh
Nhà riêng tại phố Trần Đại Nghĩa	pr42571742	42 m²		9,4 tỷ						20.9973772682548	105.845619320316	Phố Trần Đại Nghĩa, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Bán đất tại đường An Thượng 9	pr42646646	75 m²		12,5 tỷ						16.0481607279005	108.244199879871	Đường An Thượng 9, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng	Ngũ Hành Sơn	Đà Nẵng
